id,intencion,categoria,pregunta,tipo_respuesta,respuesta,Enlace
285,alta_baja_materias,tramites,donde tramito la baja de una materia,texto,El trámite se realiza entregando el formato correspondiente en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
286,alta_baja_materias,tramites,donde llevo el formato de alta y baja,texto,Debes llevarlo a coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
287,alta_baja_materias,tramites,donde entrego el formato para cambiar materias,texto,Debes entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
288,alta_baja_materias,tramites,donde consigo el formato de alta y baja,texto,Puedes descargar el formato correspondiente en el enlace del trámite.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
289,alta_baja_materias,tramites,donde descargo el formato para alta y baja,enlace,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
290,alta_baja_materias,tramites,donde bajo el formato para mover materias,enlace,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
291,alta_baja_materias,tramites,donde veo el proceso de alta y baja,enlace,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
292,alta_baja_materias,tramites,donde veo como meter una materia,enlace,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
293,alta_baja_materias,tramites,donde veo como quitar una materia,enlace,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
294,alta_baja_materias,tramites,quiero dar de alta una materia,texto,Para dar de alta o baja una materia debes descargar el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
295,alta_baja_materias,tramites,quiero dar de baja una materia,texto,Para dar de alta o baja una materia debes descargar el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
296,alta_baja_materias,tramites,quiero cambiar una materia,texto,Para dar de alta o baja una materia debes descargar el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
297,alta_baja_materias,tramites,quiero agregar una materia,texto,Para dar de alta o baja una materia debes descargar el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
298,alta_baja_materias,tramites,quiero quitar una materia,texto,Para dar de alta o baja una materia debes descargar el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
299,alta_baja_materias,tramites,necesito mover materias de mi horario,texto,Para hacer cambios de alta o baja debes descargar el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
300,alta_baja_materias,tramites,necesito cambiar mi carga de materias,texto,Para hacer cambios de alta o baja debes descargar el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
301,alta_baja_materias,tramites,puedo cambiar materias,texto,"Sí, debes descargar el formato correspondiente y entregarlo en coordinación.",https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
302,alta_baja_materias,tramites,puedo agregar materias despues,texto,"Sí, debes hacer el trámite correspondiente con el formato y entregarlo en coordinación.",https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
303,alta_baja_materias,tramites,puedo quitar materias despues,texto,"Sí, debes hacer el trámite correspondiente con el formato y entregarlo en coordinación.",https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
304,alta_baja_materias,tramites,puedo modificar mi horario,texto,"Sí, para hacerlo debes descargar el formato correspondiente y entregarlo en coordinación.",https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
305,alta_baja_materias,tramites,puedo ajustar mis materias,texto,"Sí, para hacer ajustes debes descargar el formato correspondiente y entregarlo en coordinación.",https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
306,alta_baja_materias,tramites,tengo que ir a coordinacion para alta y baja,texto,"Sí, debes entregar el formato correspondiente en coordinación.",https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
307,alta_baja_materias,tramites,tengo que llenar un formato para alta y baja,texto,"Sí, debes descargar y llenar el formato correspondiente.",https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
308,alta_baja_materias,tramites,tengo que entregar un formato para cambiar materias,texto,"Sí, debes entregar el formato correspondiente en coordinación.",https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
309,alta_baja_materias,tramites,como hago alta y baja de materias,texto,Para dar de alta o baja una materia debes descargar el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
310,alta_baja_materias,tramites,como se hace el tramite de alta y baja,texto,Debes descargar el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
311,alta_baja_materias,tramites,como le hago para cambiar una materia,texto,Debes descargar el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
312,alta_baja_materias,tramites,como le hago para meter otra materia,texto,Debes descargar el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
313,alta_baja_materias,tramites,como le hago para quitar una materia de mi carga,texto,Debes descargar el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
314,alta_baja_materias,tramites,que pasa si no hago el tramite de baja,texto,Seguirás con la materia registrada si no realizas el trámite correspondiente.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
315,alta_baja_materias,tramites,que pasa si no hago el tramite de alta,texto,No se realizará el cambio de materia si no entregas el formato correspondiente.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
316,alta_baja_materias,tramites,que pasa si no entrego el formato de alta y baja,texto,No se podrá realizar el trámite de cambio de materias.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
317,alta_baja_materias,tramites,que pasa si me equivoco en mis materias,texto,Debes hacer el trámite de alta o baja con el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
318,alta_baja_materias,tramites,que hago si me equivoque al inscribir materias,texto,Debes hacer el trámite de alta o baja con el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
319,alta_baja_materias,tramites,que hago si quiero cambiar mi horario,texto,Debes descargar el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
320,alta_baja_materias,tramites,que hago si quiero meter otra materia,texto,Debes descargar el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
321,alta_baja_materias,tramites,que hago si quiero quitar una materia,texto,Debes descargar el formato correspondiente y entregarlo en coordinación.,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0
322,alta_baja_materias,tramites,donde consulto el tramite de alta y baja,enlace,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
323,alta_baja_materias,tramites,donde veo informacion de alta y baja,enlace,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
324,alta_baja_materias,tramites,donde reviso como cambiar materias,enlace,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
325,alta_baja_materias,tramites,donde encuentro el formato para alta y baja,enlace,https://docs.google.com/document/d/10bpOD5No1h_HZU2qKyhob01dieAg0EUTrGCL2sWzdsI/edit?tab=t.0,
326,articulo_34,tramites,¿Qué es el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
327,articulo_34,tramites,¿Podrías decirme ¿qué es el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
328,articulo_34,tramites,Necesito saber ¿qué es el artículo 34,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
329,articulo_34,tramites,¿Me puedes explicar ¿qué es el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
330,articulo_34,tramites,¿Dónde puedo ver ¿qué es el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
331,articulo_34,tramites,Quiero saber ¿qué es el artículo 34,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
332,articulo_34,tramites,¿Cómo funciona el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
333,articulo_34,tramites,¿qué es el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
334,articulo_34,tramites,Información sobre ¿qué es el artículo 34,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
335,articulo_34,tramites,¿Para qué sirve el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
336,articulo_34,tramites,¿Podrías decirme para qué sirve el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
337,articulo_34,tramites,Necesito saber ¿para qué sirve el artículo 34,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
338,articulo_34,tramites,¿Me puedes explicar ¿para qué sirve el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
339,articulo_34,tramites,¿Dónde puedo ver ¿para qué sirve el artículo 34?,texto, puedes ver la informacion en el siguiente link,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
340,articulo_34,tramites,Quiero saber para qué sirve el artículo 34,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
341,articulo_34,tramites,¿Cómo funciona  el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
342,articulo_34,tramites,¿Alguien sabe para qué sirve el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
343,articulo_34,tramites,Información sobre el artículo 34,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
344,articulo_34,tramites,¿Cómo funciona el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
345,articulo_34,tramites,¿Podrías decirme cómo funciona el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
346,articulo_34,tramites,Necesito saber cómo funciona el artículo 34,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
347,articulo_34,tramites,¿Me puedes explicar cómo funciona el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
348,articulo_34,tramites,¿Dónde puedo ver cómo funciona el artículo 34?,texto,Puedes ver la informacion en el siguiente link: ,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
349,articulo_34,tramites,Quiero saber ¿cómo funciona el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
350,articulo_34,tramites,¿Cómo funciona el artículo 34?,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
351,articulo_34,tramites,Articulo 34,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
352,articulo_34,tramites,Información sobre ¿cómo funciona el artículo 34,texto,"El artículo 34 permite a estudiantes que reprobaron una materia dos veces tener una tercera oportunidad para aprobarla, puedes ver la informacion en el siguiente link:",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
353,articulo_34,tramites,¿Cómo puedo solicitar el artículo 34?,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
354,articulo_34,tramites,Podrías decirme ¿cómo puedo solicitar el artículo 34?,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
355,articulo_34,tramites,Necesito saber ¿cómo puedo solicitar el artículo 34,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
356,articulo_34,tramites,Me puedes explicar ¿cómo puedo solicitar el artículo 34?,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
357,articulo_34,tramites,¿Dónde puedo ver cómo puedo solicitar el artículo 34?,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
358,articulo_34,tramites,Quiero saber cómo puedo solicitar el artículo 34,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
359,articulo_34,tramites, ¿puedo solicitar el artículo 34?,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
360,articulo_34,tramites, dame el formulario para artículo 34,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
361,articulo_34,tramites,Información sobre ¿cómo puedo solicitar el artículo 34,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
362,articulo_34,tramites,¿Dónde solicito el artículo 34?,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
363,articulo_34,tramites,¿Podrías decirme ¿dónde solicito el artículo 34?,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
364,articulo_34,tramites,Necesito saber ¿dónde solicito el artículo 34,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
365,articulo_34,tramites,¿Me puedes explicar ¿dónde solicito el artículo 34?,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
366,articulo_34,tramites,¿Dónde puedo ver dónde solicito el artículo 34?,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
367,articulo_34,tramites,Quiero saber ¿dónde solicito el artículo 34,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
368,articulo_34,tramites,¿Cómo funciona ¿dónde solicito el artículo 34?,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
369,articulo_34,tramites, dónde solicito el artículo 34,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
370,articulo_34,tramites,Información sobre ¿dónde solicito el artículo 34,texto,Debes llenar el formulario habilitado por secretaría académica y cumplir los requisitos establecidos.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
371,articulo_34,tramites,¿Quién puede pedir el artículo 34?,texto,Los estudiantes que están registrados en SIIAU como artículo 33 y reprobaron la materia dos veces.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
372,articulo_34,tramites,¿Podrías decirme ¿quién puede pedir el artículo 34?,texto,Los estudiantes que están registrados en SIIAU como artículo 33 y reprobaron la materia dos veces.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
373,articulo_34,tramites,Necesito saber ¿quién puede pedir el artículo 34,texto,Los estudiantes que están registrados en SIIAU como artículo 33 y reprobaron la materia dos veces.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
374,articulo_34,tramites,¿Me puedes explicar ¿quién puede pedir el artículo 34?,texto,Los estudiantes que están registrados en SIIAU como artículo 33 y reprobaron la materia dos veces.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
375,articulo_34,tramites,¿Dónde puedo ver ¿quién puede pedir el artículo 34?,texto,Los estudiantes que están registrados en SIIAU como artículo 33 y reprobaron la materia dos veces.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
376,articulo_34,tramites,Quiero saber ¿quién puede pedir el artículo 34,texto,Los estudiantes que están registrados en SIIAU como artículo 33 y reprobaron la materia dos veces.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
377,articulo_34,tramites,¿Quienes pueden pedir el artículo 34?,texto,Los estudiantes que están registrados en SIIAU como artículo 33 y reprobaron la materia dos veces. ,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
378,articulo_34,tramites, ¿Que personas pueden pedir el articulo 34?,texto,Los estudiantes que están registrados en SIIAU como artículo 33 y reprobaron la materia dos veces.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
379,articulo_34,tramites,Información sobre ¿quién puede pedir el artículo 34,texto,Los estudiantes que están registrados en SIIAU como artículo 33 y reprobaron la materia dos veces.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
380,articulo_34,tramites,¿Cuándo puedo pedir el artículo 34?,texto,El trámite debe realizarse en el periodo habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
381,articulo_34,tramites,Podrías decirme ¿cuándo puedo pedir el artículo 34?,texto,El trámite debe realizarse en el periodo habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
382,articulo_34,tramites,Necesito saber ¿cuándo puedo pedir el artículo 34,texto,El trámite debe realizarse en el periodo habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
383,articulo_34,tramites,Me puedes explicar ¿cuándo puedo pedir el artículo 34?,texto,El trámite debe realizarse en el periodo habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
384,articulo_34,tramites,Dónde puedo ver ¿cuándo puedo pedir el artículo 34?,texto,El trámite debe realizarse en el periodo habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
385,articulo_34,tramites,Quiero saber ¿cuándo puedo pedir el artículo 34,texto,El trámite debe realizarse en el periodo habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
386,articulo_34,tramites,Cómo funciona ¿cuándo puedo pedir el artículo 34?,texto,El trámite debe realizarse en el periodo habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
387,articulo_34,tramites,¿cuándo puedo pedir el artículo 34?,texto,El trámite debe realizarse en el periodo habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
388,articulo_34,tramites,Información sobre ¿cuándo puedo pedir el artículo 34,texto,El trámite debe realizarse en el periodo habilitado por secretaría académica.,https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
389,articulo_34,tramites,"Reprobé una materia dos veces, ¿puedo pedir artículo 34?",texto,"Sí, si estás en artículo 33 puedes solicitar el artículo 34 para tener otra oportunidad.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
390,articulo_34,tramites,"¿Podrías decirme reprobé una materia dos veces, ¿puedo pedir artículo 34?",texto,"Sí, si estás en artículo 33 puedes solicitar el artículo 34 para tener otra oportunidad.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
391,articulo_34,tramites,"Necesito saber reprobé una materia dos veces, ¿puedo pedir artículo 34",texto,"Sí, si estás en artículo 33 puedes solicitar el artículo 34 para tener otra oportunidad.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
392,articulo_34,tramites,"¿Me puedes explicar reprobé una materia dos veces, ¿puedo pedir artículo 34?",texto,"Sí, si estás en artículo 33 puedes solicitar el artículo 34 para tener otra oportunidad.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
393,articulo_34,tramites,"¿Dónde puedo ver reprobé una materia dos veces, ¿puedo pedir artículo 34?",texto,"Sí, si estás en artículo 33 puedes solicitar el artículo 34 para tener otra oportunidad.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
394,articulo_34,tramites,"Quiero saber reprobé una materia dos veces, ¿puedo pedir artículo 34",texto,"Sí, si estás en artículo 33 puedes solicitar el artículo 34 para tener otra oportunidad.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
395,articulo_34,tramites,"¿Cómo funciona reprobé una materia dos veces, ¿puedo pedir artículo 34?",texto,"Sí, si estás en artículo 33 puedes solicitar el artículo 34 para tener otra oportunidad.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
396,articulo_34,tramites,"reprobé una materia dos veces, ¿puedo pedir artículo 34?",texto,"Sí, si estás en artículo 33 puedes solicitar el artículo 34 para tener otra oportunidad.",https://secgral.udg.mx/sites/default/files/Normatividad_general/rgepa-oct-2017.pdf
